Year_;Month_;Global_;Northern;Southern
1892;7;-0.5867592;-0.5307117;-0.6428067
1892;8;-0.508325;-0.49370152;-0.5229484
1892;9;-0.3824375;-0.3515445;-0.4133305
1892;10;-0.43382177;-0.3678628;-0.4997807
1892;11;-0.66069424;-0.9401143;-0.3812741
1892;12;-0.7922568;-1.014204;-0.57030946
1893;1;-1.0448953;-1.5562713;-0.5335193
1893;2;-0.84499276;-1.2315031;-0.4584824
1893;3;-0.42680097;-0.5531515;-0.30045038
1893;4;-0.5148424;-0.46585888;-0.5638259
1893;5;-0.5721378;-0.622161;-0.5221146
1893;6;-0.44231105;-0.2871985;-0.59742355
1893;7;-0.24375539;-0.119063616;-0.36844715
1893;8;-0.2869543;-0.23537222;-0.3385364
1893;9;-0.36513734;-0.32216027;-0.4081144
1893;10;-0.30426577;-0.24784167;-0.36068988
1893;11;-0.404811;-0.42540827;-0.38421375
1893;12;-0.4845268;-0.6146928;-0.35436082
1894;1;-0.6276136;-0.8492126;-0.40601468
1894;2;-0.42949706;-0.43753546;-0.42145866
1894;3;-0.51159126;-0.48150444;-0.54167813
1894;4;-0.53747475;-0.46545583;-0.6094937
1894;5;-0.5191684;-0.36581805;-0.6725187
1894;6;-0.583648;-0.52227247;-0.6450236
1894;7;-0.39212567;-0.20223442;-0.5820169
1894;8;-0.35357937;-0.22620651;-0.48095223
1894;9;-0.4396966;-0.30119658;-0.57819664
1894;10;-0.3990114;-0.3066777;-0.49134508
1894;11;-0.460066;-0.5488709;-0.37126103
1894;12;-0.551695;-0.6041762;-0.49921376
1895;1;-0.6359875;-0.8798431;-0.39213195
1895;2;-0.6417986;-0.8076843;-0.47591293
1895;3;-0.6178789;-0.7436899;-0.4920679
1895;4;-0.46109405;-0.35196024;-0.57022786
1895;5;-0.48253113;-0.40813455;-0.55692774
1895;6;-0.4253601;-0.44745427;-0.40326592
1895;7;-0.3349007;-0.24861944;-0.42118195
1895;8;-0.37724775;-0.40231666;-0.35217887
1895;9;-0.39428148;-0.1867561;-0.6018068
1895;10;-0.3257419;-0.18964405;-0.46183974
1895;11;-0.3213687;-0.31100214;-0.33173525
1895;12;-0.36682844;-0.36434433;-0.36931258
1896;1;-0.3152051;-0.3861514;-0.2442588
1896;2;-0.33662146;-0.37724712;-0.29599583
1896;3;-0.58836246;-0.8393337;-0.33739114
1896;4;-0.5460314;-0.7491095;-0.34295335
1896;5;-0.35611972;-0.30996716;-0.40227228
1896;6;-0.23009133;-0.05500548;-0.40517718
1896;7;-0.18243536;-0.11144068;-0.25343004
1896;8;-0.1715636;-0.11994889;-0.22317831
1896;9;-0.15527536;-0.004388452;-0.30616227
1896;10;-0.117941946;0.019859146;-0.25574303
1896;11;-0.31405124;-0.48643714;-0.14166532
1896;12;-0.094388485;-0.10211396;-0.08666301
1897;1;-0.3000984;-0.4459086;-0.15428814
1897;2;-0.3486073;-0.52639014;-0.17082445
1897;3;-0.41547;-0.68776107;-0.14317892
1897;4;-0.1176401;-0.11920842;-0.11607178
1897;5;-0.11408224;0.012422002;-0.24058647
1897;6;-0.1627357;-0.09163687;-0.23383453
1897;7;-0.18704693;-0.0016414104;-0.37245247
1897;8;-0.1854231;-0.07226654;-0.29857966
1897;9;-0.18626954;-0.045306627;-0.32723245
1897;10;-0.21232262;-0.10350382;-0.32114142
1897;11;-0.4227442;-0.4290413;-0.41644716
1897;12;-0.46516183;-0.5084823;-0.42184132
1898;1;-0.19924784;-0.06769952;-0.33079615
1898;2;-0.55612665;-0.63600945;-0.47624385
1898;3;-0.8427487;-1.1141034;-0.5713939
1898;4;-0.663013;-0.5475413;-0.7784846
1898;5;-0.55958927;-0.448151;-0.6710276
1898;6;-0.33471388;-0.22796665;-0.44146112
1898;7;-0.39475092;-0.20945679;-0.58004504
1898;8;-0.3894281;-0.27591485;-0.50294137
1898;9;-0.37076962;-0.27334177;-0.4681975
1898;10;-0.5009573;-0.4306339;-0.57128066
1898;11;-0.5286319;-0.5328811;-0.52438277
1898;12;-0.4895283;-0.40166444;-0.57739216
1899;1;-0.3598041;-0.29512647;-0.42448172
1899;2;-0.5540309;-0.72306037;-0.38500145
1899;3;-0.5889544;-0.84202415;-0.33588463
1899;4;-0.4393416;-0.40286276;-0.47582048
1899;5;-0.35891113;-0.3267358;-0.39108646
1899;6;-0.5010004;-0.50643593;-0.49556494
1899;7;-0.36553654;-0.24867797;-0.48239514
1899;8;-0.23979759;-0.1255624;-0.35403278
1899;9;-0.1515833;-0.06292363;-0.24024296
1899;10;-0.18313703;-0.041023515;-0.32525057
1899;11;-0.056940768;0.15044144;-0.26432297
1899;12;-0.466166;-0.5725506;-0.35978144
1900;1;-0.5065199;-0.73430234;-0.27873752
1900;2;-0.2028605;-0.34892833;-0.05679268
1900;3;-0.19967249;-0.09662934;-0.30271566
1900;4;-0.22413696;-0.20746636;-0.24080756
1900;5;-0.30258486;-0.19831046;-0.40685922
1900;6;-0.21710625;-0.10243576;-0.33177674
1900;7;-0.19088483;-0.15494375;-0.22682591
1900;8;-0.21078074;-0.13693541;-0.28462607
1900;9;-0.19568677;-0.10139063;-0.28998291
1900;10;-0.0647567;0.13408071;-0.2635941
1900;11;-0.26252335;-0.2925845;-0.23246221
1900;12;-0.23623504;-0.13492672;-0.33754337
36910;;-0.28059345;-0.3042925;-0.2568944
37275;;-0.26819772;-0.1836051;-0.35279036
37640;;-0.20081724;0.004872711;-0.4065072
38005;;-0.1753031;-0.0049375044;-0.3456687
38371;;-0.24934465;-0.25091678;-0.24777251
38736;;-0.23662645;-0.105092466;-0.36816043
39101;;-0.3289457;-0.1353996;-0.52249175
39466;;-0.2050631;-0.095128186;-0.314998
39832;;-0.35517338;-0.27667084;-0.43367594
40197;;-0.3407429;-0.33490625;-0.34657955
40562;;-0.39582872;-0.36808488;-0.4235726
40927;;-0.48450628;-0.52508813;-0.44392446
36941;;-0.43956748;-0.43259823;-0.44653675
37306;;-0.23221202;-0.12989393;-0.33453014
37671;;-0.47400042;-0.58027;-0.36773092
38036;;-0.4305058;-0.5339831;-0.3270285
38402;;-0.43023685;-0.5033838;-0.3570899
38767;;-0.44518706;-0.47142577;-0.41894835
39132;;-0.38915876;-0.37859228;-0.39972523
39497;;-0.42510903;-0.2980087;-0.5522093
39863;;-0.37280047;-0.3728565;-0.37274444
40228;;-0.5005036;-0.43806994;-0.56293726
40593;;-0.56261593;-0.6896879;-0.43554395
40958;;-0.565914;-0.69018584;-0.44164208
36969;;-0.4344225;-0.36895388;-0.49989107
37334;;-0.24027054;-0.07933483;-0.40120625
37699;;-0.39843398;-0.4132855;-0.38358247
38065;;-0.58799607;-0.56181455;-0.61417764
38430;;-0.5160877;-0.51621103;-0.5159644
38795;;-0.5476815;-0.5440294;-0.55133355
39160;;-0.5052094;-0.47425002;-0.5361687
39526;;-0.60140806;-0.5870838;-0.6157324
39891;;-0.55975336;-0.53406626;-0.58544046
40256;;-0.66481555;-0.5955117;-0.7341194
40621;;-0.62978834;-0.63628054;-0.62329614
40987;;-0.71404976;-0.75067073;-0.6774287
37000;;-0.806605;-0.91600144;-0.6972085
37365;;-0.769914;-0.8534349;-0.6863931
37730;;-0.6964779;-0.73048705;-0.6624687
38096;;-0.6468306;-0.6603351;-0.6333262
38461;;-0.6093934;-0.54975367;-0.66903317
38826;;-0.5641545;-0.48994124;-0.6383678
39191;;-0.5530446;-0.55007726;-0.556012
39557;;-0.4784086;-0.4240196;-0.5327976
39922;;-0.59661376;-0.6246218;-0.5686057
40287;;-0.55304295;-0.44195327;-0.66413265
40652;;-0.39660597;-0.2470072;-0.54620475
41018;;-0.49964583;-0.4526103;-0.54668134
37030;;-0.46341595;-0.48448855;-0.44234335
37395;;-0.72016865;-0.9236386;-0.5166987
37760;;-0.52405393;-0.60753894;-0.44056895
38126;;-0.5589943;-0.62900454;-0.48898408
38491;;-0.43423653;-0.44619566;-0.42227742
38856;;-0.34258264;-0.33892396;-0.3462413
39221;;-0.37310305;-0.2586981;-0.48750797
39587;;-0.30447677;-0.2758239;-0.3331296
39952;;-0.34519514;-0.2508607;-0.43952963
40317;;-0.3351493;-0.28452718;-0.3857714
40682;;-0.21728525;-0.068799235;-0.36577126
41048;;-0.27435452;-0.2722667;-0.27644235
37061;;-0.29668435;-0.41944307;-0.17392562
37426;;-0.3885811;-0.61114526;-0.16601694
37791;;-0.289529;-0.28424022;-0.29481778
38157;;-0.10402012;-0.012164957;-0.19587529
38522;;-0.3765242;-0.32370687;-0.42934155
38887;;-0.23253845;-0.05779773;-0.40727916
39252;;-0.34295923;-0.31084433;-0.37507415
39618;;-0.27118164;-0.115285814;-0.42707744
39983;;-0.35302594;-0.18864474;-0.5174071
40348;;-0.32229662;-0.1481294;-0.49646384
40713;;-0.53179437;-0.5091703;-0.5544185
41079;;-0.32053673;-0.14354075;-0.49753273
37091;;-0.52930236;-0.6721992;-0.3864056
37456;;-0.6185913;-0.7670042;-0.47017848
37821;;-0.43793064;-0.5576442;-0.3182171
38187;;-0.4779983;-0.538908;-0.41708857
38552;;-0.6450355;-0.73459274;-0.55547833
38917;;-0.5440585;-0.58298635;-0.5051307
39282;;-0.42508972;-0.40461612;-0.44556332
39648;;-0.4910157;-0.46132624;-0.52070516
40013;;-0.3986793;-0.3677273;-0.4296313
40378;;-0.33594123;-0.17495799;-0.4969245
40743;;-0.55637306;-0.590631;-0.5221151
41109;;-0.58987683;-0.5876576;-0.59209615
37122;;-0.46647665;-0.47847405;-0.45447925
37487;;-0.4139059;-0.40765816;-0.42015362
37852;;-0.7040725;-0.89683276;-0.5113122
38218;;-0.5884082;-0.5686102;-0.6082061
38583;;-0.45306396;-0.3736216;-0.5325063
38948;;-0.41279954;-0.28017613;-0.545423
39313;;-0.40103948;-0.31864238;-0.48343658
39679;;-0.48125657;-0.40407678;-0.5584364
40044;;-0.3872215;-0.2518424;-0.52260053
40409;;-0.5747282;-0.40369207;-0.7457644
40774;;-0.6453218;-0.69319916;-0.5974444
41140;;-0.63815445;-0.6570946;-0.61921424
37153;;-0.7629406;-0.89100915;-0.6348721
37518;;-0.53553337;-0.5007066;-0.57036006
37883;;-0.6521415;-0.7526684;-0.5516147
38249;;-0.63281554;-0.6725836;-0.5930475
38614;;-0.5918205;-0.5537042;-0.62993675
38979;;-0.50006735;-0.44361806;-0.5565167
39344;;-0.5237631;-0.4087914;-0.6387349
39710;;-0.3369181;-0.29471737;-0.3791188
40075;;-0.4156719;-0.3217267;-0.5096171
40440;;-0.49451607;-0.36914983;-0.61988235
40805;;-0.38665202;-0.18915938;-0.58414465
41171;;-0.59633845;-0.52685136;-0.66582555
37183;;-0.4327842;-0.3770475;-0.48852092
37548;;-0.5290626;-0.4613577;-0.5967676
37913;;-0.6189373;-0.6138904;-0.6239842
38279;;-0.5349184;-0.5306561;-0.53918076
38644;;-0.5368389;-0.46582326;-0.6078545
39009;;-0.5593434;-0.5560167;-0.5626701
39374;;-0.43475804;-0.38041604;-0.4891
39740;;-0.38878688;-0.33349878;-0.44407502
40105;;-0.4229382;-0.36344504;-0.48243132
40470;;-0.48481956;-0.34769887;-0.62194026
40835;;-0.672429;-0.6439897;-0.7008684
41201;;-0.7566741;-0.8231344;-0.6902138
37214;;-0.66804653;-0.7242127;-0.6118803
37579;;-0.70603365;-0.70028394;-0.71178335
37944;;-0.7639851;-0.748044;-0.7799262
38310;;-0.64364564;-0.5179154;-0.7693758
38675;;-0.6272078;-0.50813353;-0.74628216
39040;;-0.55432284;-0.34261945;-0.7660262
39405;;-0.49260998;-0.34798717;-0.6372328
39771;;-0.5064451;-0.3864432;-0.626447
40136;;-0.4982411;-0.31796294;-0.67851925
40501;;-0.34511527;-0.19863035;-0.49160022
40866;;-0.34931326;-0.26921624;-0.42941028
41232;;-0.315495;-0.37629953;-0.2546905
37244;;-0.32940087;-0.43979308;-0.21900862
37609;;-0.31491742;-0.27676418;-0.35307062
37974;;-0.5543457;-0.7919871;-0.31670436
38340;;-0.33788237;-0.33548695;-0.3402778
38705;;-0.3352509;-0.27055806;-0.39994377
39070;;-0.28508794;-0.11894968;-0.45122617
39435;;-0.50730854;-0.52021694;-0.49440014
39801;;-0.57247293;-0.66109616;-0.48384964
40166;;-0.6437677;-0.7647993;-0.52273613
40531;;-0.6791174;-0.84506965;-0.5131651
40896;;-0.55792326;-0.60488194;-0.5109646
41262;;-0.59060127;-0.7337713;-0.44743118
1913;1;-0.5636491;-0.6399753;-0.48732287
1913;2;-0.55008626;-0.758644;-0.3415285
1913;3;-0.60579985;-0.7009673;-0.51063234
1913;4;-0.5340449;-0.57504386;-0.49304596
1913;5;-0.54116863;-0.620256;-0.46208125
1913;6;-0.5514844;-0.5791032;-0.5238656
1913;7;-0.47697932;-0.54541653;-0.4085421
1913;8;-0.39560005;-0.36683443;-0.42436567
1913;9;-0.41690665;-0.39800885;-0.43580446
1913;10;-0.43836418;-0.43806994;-0.43865842
1913;11;-0.36772293;-0.3053469;-0.43009895
1913;12;-0.16402407;-0.008632816;-0.31941533
1914;1;-0.078474745;0.11008874;-0.26703823
1914;2;-0.27010897;-0.24722534;-0.29299262
1914;3;-0.39748344;-0.5356197;-0.25934717
1914;4;-0.4089052;-0.4934791;-0.32433128
1914;5;-0.30789974;-0.27627283;-0.33952665
1914;6;-0.30798316;-0.2763912;-0.33957514
1914;7;-0.2969515;-0.3071663;-0.28673667
1914;8;-0.24459992;-0.24420609;-0.24499378
1914;9;-0.30140656;-0.27795318;-0.32485995
1914;10;-0.110274434;-0.08796897;-0.13257991
1914;11;-0.19029672;-0.33898005;-0.041613393
1914;12;-0.23672462;-0.2540065;-0.21944271
1915;1;-0.28745866;-0.30727035;-0.26764694
1915;2;-0.22042616;-0.24222302;-0.19862929
1915;3;-0.19399805;-0.31809545;-0.06990068
1915;4;-0.082622275;-0.037053667;-0.12819089
1915;5;-0.16808057;-0.07826317;-0.25789794
1915;6;-0.17210917;-0.094031766;-0.25018656
1915;7;-0.16903177;-0.14179233;-0.1962712
1915;8;-0.06681827;-0.013659623;-0.11997691
1915;9;-0.120297745;-0.13015147;-0.110444024
1915;10;-0.28610688;-0.34701893;-0.22519486
1915;11;-0.17281866;-0.07613772;-0.2694996
1915;12;-0.3623588;-0.32059973;-0.40411785
1916;1;-0.33786005;-0.31224802;-0.36347207
1916;2;-0.26403636;-0.30398837;-0.22408436
1916;3;-0.43909237;-0.5823573;-0.29582745
1916;4;-0.37517795;-0.40547162;-0.34488428
1916;5;-0.41811523;-0.38926739;-0.44696304
1916;6;-0.49483928;-0.45315877;-0.5365198
1916;7;-0.38488427;-0.2217005;-0.54806805
1916;8;-0.29676017;-0.29755157;-0.29596877
1916;9;-0.3218673;-0.3984298;-0.24530475
1916;10;-0.3744158;-0.38130566;-0.367526
1916;11;-0.5142024;-0.5046044;-0.5238005
1916;12;-0.8212685;-1.0717373;-0.5707997
1917;1;-0.6892141;-0.6634318;-0.71499646
1917;2;-0.715982;-0.779132;-0.65283203
1917;3;-0.78429514;-0.86776924;-0.70082104
1917;4;-0.5461108;-0.556114;-0.5361076
1917;5;-0.6442835;-0.7142609;-0.5743061
1917;6;-0.47886908;-0.48835853;-0.46937963
1917;7;-0.24527456;-0.25786287;-0.23268624
1917;8;-0.33282208;-0.2675892;-0.39805496
1917;9;-0.2979707;-0.281463;-0.31447846
1917;10;-0.53561026;-0.6719865;-0.39923397
1917;11;-0.45924768;-0.40417498;-0.51432043
1917;12;-0.7865544;-1.0621428;-0.51096594
1918;1;-0.5179739;-0.5879851;-0.44796267
1918;2;-0.67216516;-0.64447147;-0.69985884
1918;3;-0.57906806;-0.54970425;-0.6084319
1918;4;-0.6234592;-0.6462629;-0.60065556
1918;5;-0.5252177;-0.60898423;-0.4414512
1918;6;-0.38651752;-0.52874696;-0.24428809
1918;7;-0.36958522;-0.3561029;-0.3830675
1918;8;-0.42982036;-0.350424;-0.5092167
1918;9;-0.25825897;-0.22693962;-0.28957835
1918;10;-0.11888721;-0.118108906;-0.11966551
1918;11;-0.18980259;-0.36293024;-0.016674941
1918;12;-0.42425612;-0.65173995;-0.19677223
1919;1;-0.25126135;-0.38216218;-0.1203605
1919;2;-0.24207273;-0.41345322;-0.07069224
1919;3;-0.39209825;-0.6424187;-0.14177781
1919;4;-0.21141803;-0.27184728;-0.15098879
1919;5;-0.30793867;-0.4303932;-0.18548416
1919;6;-0.35769194;-0.40892488;-0.30645904
1919;7;-0.29989257;-0.26654476;-0.3332404
1919;8;-0.2381391;-0.1435235;-0.33275467
1919;9;-0.28606114;-0.18649326;-0.38562903
1919;10;-0.25880492;-0.1293784;-0.38823146
1919;11;-0.5575256;-0.5698108;-0.54524034
1919;12;-0.5033144;-0.6224153;-0.3842134
1920;1;-0.25863704;-0.19426198;-0.32301208
1920;2;-0.545883;-0.47312734;-0.6186387
1920;3;-0.17207259;-0.17688377;-0.1672614
1920;4;-0.33658424;-0.32169032;-0.3514782
1920;5;-0.25627613;-0.25485164;-0.25770062
1920;6;-0.23811027;-0.23762949;-0.23859106
1920;7;-0.30046934;-0.2024098;-0.3985289
1920;8;-0.22659715;-0.18877068;-0.2644236
1920;9;-0.1964555;-0.28215855;-0.11075244
1920;10;-0.21776049;-0.2737088;-0.16181217
1920;11;-0.3456471;-0.4738676;-0.2174266
1920;12;-0.4884766;-0.6304471;-0.34650606
1921;1;-0.21760732;-0.06392149;-0.37129313
1921;2;-0.29521245;-0.17714113;-0.41328377
1921;3;-0.34263408;-0.3484278;-0.3368404
1921;4;-0.29096943;-0.13949387;-0.44244498
1921;5;-0.30159548;-0.2741803;-0.32901067
1921;6;-0.15440017;-0.09738916;-0.21141118
1921;7;-0.15540703;0.002697617;-0.31351167
1921;8;-0.32134694;-0.20236273;-0.44033113
1921;9;-0.20710628;-0.14740375;-0.2668088
1921;10;-0.13444184;-0.078703925;-0.19017977
1921;11;-0.19592439;-0.20027107;-0.1915777
1921;12;-0.27147904;-0.23253351;-0.31042454
1922;1;-0.419077;-0.43942034;-0.3987337
1922;2;-0.40880406;-0.5630107;-0.25459743
1922;3;-0.344148;-0.2947253;-0.39357072
1922;4;-0.29111138;-0.24807368;-0.3341491
1922;5;-0.46964964;-0.30781627;-0.631483
1922;6;-0.29270366;-0.19812185;-0.38728544
1922;7;-0.2590808;-0.21186717;-0.30629444
1922;8;-0.355893;-0.336051;-0.375735
1922;9;-0.32432133;-0.3598316;-0.2888111
1922;10;-0.34514487;-0.28303888;-0.40725088
1922;11;-0.25539744;-0.18002033;-0.33077455
1922;12;-0.30540624;-0.20893125;-0.40188125
1923;1;-0.40372258;-0.32598123;-0.48146394
1923;2;-0.4944323;-0.5880987;-0.4007659
1923;3;-0.45562357;-0.55519146;-0.35605568
1923;4;-0.41038665;-0.59360355;-0.22716978
1923;5;-0.4038749;-0.3780664;-0.42968342
1923;6;-0.25269112;-0.21515153;-0.29023066
1923;7;-0.41963744;-0.28292054;-0.55635434
1923;8;-0.32384917;-0.2043232;-0.44337514
1923;9;-0.34093276;-0.17028816;-0.51157737
1923;10;-0.1764545;0.08472083;-0.43762982
1923;11;-0.03351226;0.15825856;-0.22528307
1923;12;-0.10004945;0.0069002234;-0.20699912
1924;1;-0.32711104;-0.36421558;-0.29000652
1924;2;-0.31528232;-0.22926523;-0.4012994
1924;3;-0.17595449;-0.028360667;-0.32354832
1924;4;-0.34247932;-0.313323;-0.37163565
1924;5;-0.21757317;-0.12413243;-0.3110139
1924;6;-0.27555224;-0.18583615;-0.36526832
1924;7;-0.29391536;-0.18018357;-0.40764716
1924;8;-0.3172419;-0.16073376;-0.47375003
1924;9;-0.33069578;-0.1738457;-0.4875459
1924;10;-0.36585054;-0.18749855;-0.5442025
1924;11;-0.2907367;0.026897496;-0.60837096
1924;12;-0.49235374;-0.39179623;-0.59291124
1925;1;-0.49163565;-0.39695376;-0.58631754
1925;2;-0.48531267;-0.4917254;-0.47889996
1925;3;-0.37375176;-0.32308963;-0.42441386
1925;4;-0.30694255;-0.20437148;-0.40951362
1925;5;-0.3056574;-0.25124696;-0.3600678
1925;6;-0.33413643;-0.2635694;-0.4047034
1925;7;-0.33086437;-0.2106433;-0.45108545
1925;8;-0.16828516;-0.106227905;-0.23034243
1925;9;-0.25893372;0.015399805;-0.5332672
1925;10;-0.28853402;-0.08531452;-0.49175355
1925;11;-0.059098415;0.09372037;-0.2119172
1925;12;0.014048895;0.20131834;-0.17322056
1926;1;0.08253241;0.3894738;-0.22440897
1926;2;-0.035031483;0.116744086;-0.18680705
1926;3;0.023573108;0.13096148;-0.08381526
1926;4;-0.1579929;-0.1655974;-0.1503884
1926;5;-0.27003446;-0.20570293;-0.33436602
1926;6;-0.18281585;-0.13484584;-0.23078585
1926;7;-0.2084477;-0.09369968;-0.3231957
1926;8;-0.10001693;0.020893207;-0.22092706
1926;9;-0.11788381;0.032610156;-0.26837778
1926;10;-0.06996329;0.10830125;-0.24822783
1926;11;-0.115788996;0.06259415;-0.29417214
1926;12;-0.32215574;-0.28511003;-0.3592015
1927;1;-0.31123906;-0.31331807;-0.30916002
1927;2;-0.21210012;-0.10962871;-0.31457156
1927;3;-0.41895348;-0.44727737;-0.3906296
1927;4;-0.3145047;-0.26760682;-0.3614026
1927;5;-0.23004514;-0.087041914;-0.37304837
1927;6;-0.24831119;-0.10677094;-0.38985145
1927;7;-0.20484532;-0.05221735;-0.3574733
1927;8;-0.21330415;-0.03402716;-0.3925811
1927;9;-0.11964897;0.07768797;-0.3169859
1927;10;-0.02967228;0.27367684;-0.3330214
1927;11;-0.12667355;0.118036345;-0.37138343
1927;12;-0.32356292;-0.33369222;-0.31343362
1928;1;-0.017104585;0.17268373;-0.20689291
1928;2;-0.124669254;0.040005907;-0.2893444
1928;3;-0.3195826;-0.27107957;-0.36808562
1928;4;-0.23520902;-0.21732086;-0.25309718
1928;5;-0.3014689;-0.15386459;-0.44907326
1928;6;-0.32672966;-0.24067377;-0.41278556
1928;7;-0.1883196;-0.08130364;-0.29533556
1928;8;-0.17851628;-0.0996819;-0.25735065
1928;9;-0.20668688;-0.073538974;-0.33983478
1928;10;-0.1840448;-0.02920633;-0.33888325
1928;11;-0.17209516;-0.04014163;-0.30404872
1928;12;-0.22671194;-0.054842763;-0.39858112
1929;1;-0.4364513;-0.5307706;-0.34213197
1929;2;-0.6036853;-0.7087213;-0.49864933
1929;3;-0.48715258;-0.37085444;-0.6034507
1929;4;-0.4373352;-0.3363319;-0.5383385
1929;5;-0.4345294;-0.3173718;-0.55168694
1929;6;-0.40885338;-0.36276853;-0.4549382
1929;7;-0.4396209;-0.34657067;-0.5326712
1929;8;-0.2663079;-0.08505958;-0.44755623
1929;9;-0.27733904;-0.14628164;-0.40839645
1929;10;-0.22126578;-0.035945673;-0.40658587
1929;11;-0.14017749;-0.114883706;-0.16547126
1929;12;-0.5603613;-0.68356204;-0.4371606
1930;1;-0.3631465;-0.1964553;-0.5298377
1930;2;-0.35584554;-0.25647807;-0.45521304
1930;3;-0.24732758;-0.061793726;-0.43286145
1930;4;-0.23128887;-0.15929933;-0.3032784
1930;5;-0.25067642;-0.2003156;-0.30103728
1930;6;-0.20374553;-0.1328554;-0.27463564
1930;7;-0.1882644;0.017515672;-0.39404446
1930;8;-0.09765256;0.10969681;-0.30500194
1930;9;-0.092231415;0.056751642;-0.24121447
1930;10;-0.090577535;0.07059294;-0.25174803
1930;11;0.06376379;0.32419646;-0.19666888
1930;12;-0.06467221;0.0682972;-0.19764163
1931;1;-0.13693942;-0.05831195;-0.21556689
1931;2;-0.2586906;-0.35695213;-0.16042906
1931;3;-0.10919364;-0.04629393;-0.17209335
1931;4;-0.17070459;-0.12262683;-0.21878235
1931;5;-0.19289996;-0.099138476;-0.28666145
1931;6;-0.02544678;0.17753555;-0.22842911
1931;7;-0.008178203;0.14672643;-0.16308284
1931;8;-0.026662722;0.17012236;-0.2234478
1931;9;-0.051968556;0.19920143;-0.30313855
1931;10;-0.026985472;0.31553203;-0.369503
1931;11;-0.13579522;0.12258605;-0.3941765
1931;12;-0.09730702;0.10197306;-0.29658708
1932;1;0.07975415;0.31846324;-0.15895495
1932;2;-0.17805362;-0.18924165;-0.16686557
1932;3;-0.1947655;-0.2402145;-0.14931649
1932;4;-0.061219946;0.11558393;-0.23802382
1932;5;-0.15982142;-0.07817524;-0.24146761
1932;6;-0.25541136;-0.09182305;-0.41899964
1932;7;-0.12971984;-0.050708167;-0.20873152
1932;8;-0.18982057;-0.030545013;-0.34909612
1932;9;-0.00055066624;0.16448085;-0.1655822
1932;10;-0.09439127;0.12658376;-0.3153663
1932;11;-0.29486138;-0.29791364;-0.29180908
1932;12;-0.26667866;-0.19569236;-0.337665
1933;1;-0.31109115;-0.2919296;-0.3302527
1933;2;-0.35099408;-0.34089893;-0.3610892
1933;3;-0.3851551;-0.39787996;-0.37243026
1933;4;-0.28470516;-0.18426895;-0.38514137
1933;5;-0.2769364;-0.246329;-0.3075438
1933;6;-0.32360965;-0.33210903;-0.31511027
1933;7;-0.2903949;-0.1164173;-0.4643725
1933;8;-0.15375972;-0.047221884;-0.26029757
1933;9;-0.32664743;-0.2648321;-0.38846275
1933;10;-0.245828;-0.16638178;-0.32527423
1933;11;-0.40483868;-0.30088398;-0.5087934
1933;12;-0.5141726;-0.49146402;-0.5368812
1934;1;-0.32326755;-0.249119;-0.39741609
1934;2;-0.1451731;0.25397363;-0.54431987
1934;3;-0.4310569;-0.4556739;-0.4064399
1934;4;-0.37176266;-0.3549096;-0.3886157
1934;5;-0.14018929;-0.025263734;-0.25511482
1934;6;-0.09232751;-0.04858368;-0.13607134
1934;7;-0.17809097;-0.08122124;-0.2749607
1934;8;-0.11440116;-0.073556505;-0.15524583
1934;9;-0.13450967;-0.084018484;-0.18500087
1934;10;-0.08177011;0.10832233;-0.27186254
1934;11;0.031826723;0.28960276;-0.2259493
1934;12;-0.111320004;0.079616085;-0.30225608
1935;1;-0.3479727;-0.41817677;-0.2777686
1935;2;0.04972145;0.47177544;-0.37233254
